FIPS,County or equivalent,State or equivalent,OBJECTID,GEOID10,GEOID20,TRACTCE,BLKGRPCE,CSA,CBSA,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2C_TRIPEQ,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4D,D4E,D5AE,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
1021,Chilton County,Alabama,22460.2,10210603545.0,10210603545.0,60354.233329999995,2.366666667,142.0,13820.0,1082561.0,492995.0,454267.0,14950.12012,169.6106096,14780.50951,14004.899980000002,1464.333333,652.8666667,558.3666667,0.591433333,27.43333333,0.05469480400000001,152.7666667,0.276059928,378.1666667,0.669245269,569.7,126.2,216.2666667,227.2333333,0.222676266,313.5666667,0.153743728,0.342880205,0.11637785699999999,0.020842032,0.023257014,0.022267672999999998,0.041109564,0.008901574,0.020842032,0.0069155480000000005,0.022267672999999998,0.010612568000000001,0.008901574,0.005978228,0.024518769,0.016341465,0.270121585,0.0,0.268527981,4.001169967,0.31416758899999997,1.682385506,2.0046168719999997,9.354140426,0.730551652,3.5853889260000003,0.347962737,7.005517038,1.942043411,-99999.0,-99999.0,-99999.0,6588.866667,-99999.0,0.000141271,0.044242921,0.00022716900000000002,0.091364838,-99999.0,-99999.0,-99999.0,-99999.0,3.866666667,1.0,4.961111111,35744.30667,60502309.45
1023,Choctaw County,Alabama,22872.4,10239568269.0,10239568269.0,956826.6667,2.5333333330000003,,,0.0,0.0,0.0,39289.13573,315.3732193,38973.76252,38912.83755,871.6666667000002,489.6,356.6666667,0.5588,36.13333333,0.089541229,105.66666670000001,0.307037026,214.8666667,0.603421745,274.2666667,70.13333333,97.33333333,106.8,0.253166126,219.93333330000002,0.014273313999999999,0.026604332999999997,0.007522076999999999,0.001087777,0.000632029,0.002507121,0.00276309,0.00053206,0.001087777,0.000252078,0.002507121,0.00046531199999999995,0.00053206,0.001000752,0.001297027,0.000379951,0.02179539,0.0,0.323366497,1.321747106,0.106031741,1.033290213,0.182425153,1.074645005,0.18709648899999998,1.065815926,0.11775963199999999,0.263197745,0.070433254,-99999.0,-99999.0,-99999.0,735.3333332999999,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,1.4,1.0,3.944444445,69533.42711,159000975.8
1025,Clarke County,Alabama,22800.08333,10259577596.0,10259577596.0,957759.3333,2.416666667,,,0.0,0.0,0.0,33401.24827,377.4235361,33023.82473,31902.4655,1016.125,530.875,389.9166667,0.569958333,39.875,0.095565305,116.58333329999999,0.309857545,233.45833330000002,0.59457715,416.5,105.625,150.625,160.25,0.257023555,322.0,0.091059267,0.175664227,0.076950388,0.012618468,0.008105919,0.02248566,0.025063892999999997,0.008676447,0.012618468,0.006346327,0.02248566,0.005834086,0.008676447,0.005862854,0.013366953999999999,0.0017595920000000001,0.16800965399999998,0.0,0.372250672,2.478860804,0.180071628,0.8241645040000001,1.474624673,7.320265312999999,0.32946463,1.7077717069999998,0.236515258,5.008435438999999,2.604039889,-99999.0,-99999.0,-99999.0,1122.708333,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,2.791666667,1.0,4.9861111110000005,58445.933560000005,135173017.1
1027,Clay County,Alabama,22081.07692,10279590387.0,10279590387.0,959038.4615,2.153846154,,,0.0,0.0,0.0,29833.27714,100.4595884,29732.81755,24134.09675,1029.076923,523.2307691999999,402.7692308,0.565384615,16.76923077,0.037116336,119.0,0.288933376,267.0,0.673950288,464.2307692,116.5384615,195.76923080000003,151.9230769,0.248538006,326.6153846,0.03056415,0.062075292000000004,0.038476674,0.0016619789999999998,0.002804335,0.026982356000000002,0.0061201369999999995,0.000907866,0.0016619789999999998,0.0009015960000000001,0.026982356000000002,0.0008588039999999999,0.000907866,0.0014035170000000002,0.0038578159999999996,0.00190274,0.069040824,0.0,0.258122191,2.190835394,0.17129693899999998,1.407359269,0.612179186,2.215780297,0.43574065,1.695101433,0.176207444,1.115155808,0.165131273,-99999.0,-99999.0,-99999.0,2086.384615,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,2.461538462,1.0,3.974358974,55418.613410000005,120733623.1
1029,Cleburne County,Alabama,22918.27273,10299596638.0,10299596638.0,959663.6364,1.9090909090000001,,,0.0,0.0,0.0,32640.0833,52.89952742,32587.18377,23504.50782,1358.0,618.7272727000001,520.5454545,0.566181818,21.0,0.039506972,144.0909091,0.27823479,355.4545455,0.682258238,519.4545455,110.18181820000001,200.5454545,208.7272727,0.210850525,197.18181819999998,0.054122551,0.119183644,0.028200055,0.006407455,0.002674474,0.005164651,0.010413016,0.003540459,0.006407455,0.0013399010000000001,0.005164651,0.001579735,0.003540459,0.005109532,0.003723749,0.001334573,0.082322605,0.0,0.25176795,2.604490952,0.325039914,1.375498781,0.903952257,3.5276865689999997,0.528541869,2.1210578630000003,0.128337678,2.36290948,0.408542674,-99999.0,-99999.0,-99999.0,2394.0,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,2.8181818180000002,1.0,4.606060606000001,58634.60668,132092621.0
1031,Coffee County,Alabama,22227.818180000002,10310107642.0,10310107642.0,10763.9697,1.9090909090000001,,21460.0,51288.0,15739.0,18099.0,13197.185,29.25655763,13167.928440000002,13161.161090000001,1554.181818,699.6363636,599.6666667000001,0.586757576,36.03030303,0.068688524,177.60606059999998,0.291221761,386.030303,0.640089715,548.4545455,136.1212121,213.87878790000002,198.4545455,0.250733514,476.9393938999999,0.42699554799999995,0.9129259040000001,0.330427597,0.06691787,0.030085082000000003,0.050213938,0.12307281699999999,0.06013789,0.06691787,0.023129919,0.050213938,0.029018681,0.06013789,0.037029356,0.05702478,0.006955164000000001,0.7574231459999999,0.0,0.36996700200000004,5.473851242,0.591359405,1.205916174,3.676575663,17.42628291,1.558378232,3.596531466,0.635568354,16.96823209,3.0740172660000002,-99999.0,-99999.0,-99999.0,5105.7272729999995,-99999.0,0.03030303,0.555277791,0.03030303,0.582978679,-99999.0,-99999.0,-99999.0,-99999.0,4.757575758,1.0,5.6868686870000005,32243.314660000004,53408278.05
1033,Colbert County,Alabama,23115.86957,10330206317.0,10330206317.0,20631.47826,2.217391304,,22520.0,147080.0,52467.0,54739.0,8674.835482999999,428.12910199999993,8246.706381,7224.183247,1184.673913,575.3478261,473.89130430000006,0.574717391,28.73913043,0.066984587,140.1086957,0.312292534,305.0434783,0.62072288,464.36956519999995,111.17391299999998,183.19565219999998,170.0,0.242829927,513.3478261,0.747402482,1.5037170780000002,0.812227329,0.11767572800000001,0.121847955,0.144224585,0.361726583,0.066752478,0.11767572800000001,0.048151755,0.144224585,0.10089989099999999,0.066752478,0.085976765,0.17484992600000002,0.073696201,1.559629811,0.0,0.44647061899999996,10.97807393,0.270172095,1.6328529630000002,9.075048869,57.51909202,0.647192154,7.227934743,5.017877187,30.59580312,27.27278167,-99999.0,-99999.0,-99999.0,8953.23913,-99999.0,0.008497634,0.596172502,0.008100793,0.615766103,-99999.0,-99999.0,-99999.0,-99999.0,8.652173913,1.0,6.742753623,23546.99604,35106579.67
1035,Conecuh County,Alabama,23138.66667,10359604168.0,10359604168.0,960416.6667,1.75,,,0.0,0.0,0.0,45479.57663,136.56488059999998,45343.01175,45343.01175,1042.833333,595.25,381.1666667,0.55425,25.75,0.068060042,165.66666669999998,0.445338525,189.75,0.48660143299999997,392.0833333,93.5,173.08333330000002,125.5,0.236652411,252.5,0.085182631,0.145477728,0.067424286,0.012189283,0.018034966,0.016269775,0.015195941000000001,0.005734321999999999,0.012189283,0.002953045,0.016269775,0.004630419,0.005734321999999999,0.005426565,0.005138957,0.015081921000000002,0.152606918,0.0,0.233565255,2.313733188,0.191881131,1.1893993409999999,0.9324527159999999,4.313142729,0.21104258,1.817138295,0.62735149,3.316576511,0.261603463,-99999.0,-99999.0,-99999.0,1318.833333,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,2.25,1.0,4.444444445,65602.62212,184053330.0
1037,Coosa County,Alabama,23959.36364,10379611002.0,10379611002.0,961100.0,2.363636364,388.0,10760.0,51491.0,14872.0,22018.0,38768.59919,898.2595150000001,37870.33967,35143.84883,986.8181818,596.1818182,373.0,0.583,16.54545455,0.051672452,98.0,0.26276745,258.4545455,0.685560098,360.0909091,82.27272727,150.5454545,127.2727273,0.23026757899999997,110.81818179999999,0.030890043,0.053361520999999995,0.005614643000000001,0.000518026,0.00022721599999999997,0.0026602970000000003,0.002086456,0.000122647,0.000518026,5.59e-05,0.0026602970000000003,0.0005401080000000001,0.000122647,0.000391083,0.001155265,0.000171325,0.036504686,0.0,0.245031578,1.85589949,0.24788180899999998,0.922335637,0.685682045,1.8532804930000002,0.46790062299999996,1.2917874809999998,0.07892139999999999,1.235449091,0.0886923,-99999.0,-99999.0,-99999.0,2978.454545,-99999.0,0.015091503000000001,0.23306917,0.01768584,0.314880489,-99999.0,-99999.0,-99999.0,-99999.0,1.9090909090000001,1.0,3.454545455,63976.28124,156894379.9
1039,Covington County,Alabama,23921.26316,10399622791.0,10399622791.0,962278.9474,2.0,,,0.0,0.0,0.0,17578.95675,222.560369,17356.396380000002,15355.165169999998,982.9210526,497.55263160000004,394.9473684,0.553710526,20.65789474,0.056130192,127.1052632,0.323385813,247.1842105,0.620483996,359.13157889999997,89.60526316,154.4210526,115.1052632,0.249204277,326.86842110000003,0.18648308600000002,0.37415274600000004,0.18978999100000002,0.054277617,0.022547812,0.046700439,0.045603735,0.020660388000000002,0.054277617,0.013761881,0.046700439,0.014844445,0.020660388000000002,0.009240391,0.021518898999999998,0.00878593,0.376273078,0.0,0.37016978799999994,4.8414359000000005,0.29100119,1.293263192,3.2571715169999997,15.31475525,0.733585774,3.036405748,0.7855417509999999,12.17890634,4.380600339,-99999.0,-99999.0,-99999.0,2189.368421,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,4.736842105,1.0,5.27631579,38952.87492,71141067.22
1041,Crenshaw County,Alabama,24218.8,10419636202.0,10419636202.0,963620.0,1.5,,,0.0,0.0,0.0,39099.65503,133.151367,38966.50366,38941.83836,1386.5,679.0,502.5,0.574,33.2,0.062621916,154.4,0.313595936,314.9,0.623782148,607.4,136.8,271.5,199.1,0.228514246,376.6,0.01811317,0.037651516,0.010780418,0.000706464,0.001159606,0.0052577809999999996,0.0031865459999999997,0.000470021,0.000706464,0.000369975,0.0052577809999999996,0.000825197,0.000470021,0.000760478,0.0016008720000000001,0.0007896310000000001,0.028893587999999998,0.0,0.297556626,1.660840281,0.190663322,1.256749359,0.2134276,1.352650343,0.33162432199999997,1.300153455,0.131272547,0.380620156,0.100301797,-99999.0,-99999.0,-99999.0,1549.6,-99999.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,1.6,1.0,4.783333333,67491.99255,158234150.1
1043,Cullman County,Alabama,21958.5,10439648343.0,10439648343.0,964834.0323,2.516129032,142.0,18980.0,82313.0,29407.0,34851.0,7793.59719,209.33769569999998,7584.259494,7582.251361,1327.629032,607.2903226,495.6451613,0.576435484,20.62903226,0.042028598,141.67741940000002,0.289717079,333.3387097,0.668254323,562.1129032,128.64516129999998,214.483871,218.983871,0.23099663399999998,474.3064516,0.293811428,0.651176428,0.472426752,0.069860807,0.09243503199999999,0.13516477400000002,0.12540820800000002,0.049557931,0.069860807,0.033208705,0.13516477400000002,0.043280510999999994,0.049557931,0.031170464,0.050957233,0.059226327,0.76623818,0.0,0.312741093,6.105230086000001,0.429795497,2.070943527,3.6044910619999997,21.28167084,1.013051512,4.797384346,1.271348771,12.55809521,8.434217211,-99999.0,-99999.0,-99999.0,7162.0,-99999.0,0.016129031999999998,0.513957753,0.016129031999999998,0.595443964,-99999.0,-99999.0,-99999.0,-99999.0,5.370967742,1.0,5.3306451610000005,27843.4171,31540256.79
1045,Dale County,Alabama,23789.32558,10450207659.0,10450207659.0,20765.651159999998,2.186046512,222.0,37120.0,49255.0,14041.0,16065.0,8374.549418,23.46266219,8351.086756,8347.406648,1145.465116,536.3953488,434.1860465,0.591534884,23.79069767,0.060620445,140.255814,0.333710557,270.1395349,0.605668998,373.60465120000003,96.90697674,147.86046509999997,128.83720929999998,0.265229622,326.53488369999997,0.273267003,0.53974481,0.204393013,0.04160857,0.038550906,0.041126314,0.062697266,0.020409957,0.04160857,0.015814401000000002,0.041126314,0.023461825,0.020409957,0.016735414,0.022500027000000002,0.022736505,0.47766001700000005,0.0,0.407762044,4.9930076130000005,0.400433792,0.9301524879999999,3.662421333,15.03387657,0.7675143879999999,2.8570138689999998,0.646036897,14.93297994,2.521913803,-99999.0,-99999.0,-99999.0,5425.348837,-99999.0,0.023255814,0.5045835989999999,0.023255814,0.5555912789999999,-99999.0,-99999.0,-99999.0,-99999.0,4.930232558,1.0,5.418604651,26610.173069999997,33891339.42
1047,Dallas County,Alabama,23140.48718,10479566363.0,10479566363.0,956636.1282,2.076923077,388.0,42820.0,40029.0,12628.0,14132.0,16308.88122,247.8905806,16060.99064,15869.57996,1026.384615,521.4358973999999,418.87179489999994,0.5776923079999999,56.53846154,0.146523882,154.0769231,0.376168478,208.2564103,0.47730764,362.3589744,98.0,162.5128205,101.8461538,0.281878745,323.7948718,0.698169673,1.32213095,0.50912542,0.06579450099999999,0.118447631,0.08929117,0.17055566,0.06503645799999999,0.06579450099999999,0.041561577999999995,0.08929117,0.06588198599999999,0.06503645799999999,0.035161133,0.069512542,0.076886053,1.207295093,0.0,0.452062621,8.497466351,0.541627735,1.181251928,6.774586687999999,43.21312618,1.0359033020000001,5.439468703999999,1.794711465,28.16411576,19.00482388,-99999.0,-99999.0,-99999.0,3524.333333,-99999.0,0.025641026,0.618023596,0.025641026,0.639508861,-99999.0,-99999.0,-99999.0,-99999.0,6.923076922999999,1.0,6.08974359,34857.801269999996,66001142.24
1049,DeKalb County,Alabama,22636.358490000002,10499607021.0,10499607021.0,960701.8868,2.5094339619999997,497.0,22840.0,71200.0,21129.0,25832.0,9402.845122,19.21572218,9383.6294,9202.667384999999,1343.396226,593.6226415,493.05660379999995,0.582867925,26.24528302,0.054993034,139.3396226,0.284004608,327.4716981,0.661002357,487.39622639999993,109.9245283,220.6037736,156.86792450000002,0.22586614,398.66037739999996,0.18516205,0.472706435,0.15426013,0.023254309,0.019982285,0.05977193,0.035146005,0.016105602,0.023254309,0.00854099,0.05977193,0.013656571000000001,0.016105602,0.007337596,0.014151838,0.011441295,0.33942218,0.0,0.321178813,4.663081805,0.40946389299999997,1.5850095180000001,2.668608395,12.576752800000001,0.979034374,3.001201065,0.433297704,7.720747617000001,4.991915318999999,-99999.0,-99999.0,-99999.0,3953.603774,-99999.0,0.018867923999999998,0.5070380729999999,0.018867925,0.469995693,-99999.0,-99999.0,-99999.0,-99999.0,4.358490566,1.0,5.066037736,31876.608739999996,38052795.51
1051,Elmore County,Alabama,23406.58696,10510306571.0,10510306571.0,30656.82609,2.239130435,388.0,33860.0,373589.0,165393.0,149732.0,9141.232441,536.9479562000001,8604.284485,8471.941106,1765.478261,739.2173912999999,633.5434783,0.607347826,29.65217391,0.051986552000000005,190.13043480000002,0.30030874,413.76086960000004,0.647704708,721.0869565,150.7608696,264.8043478,305.52173910000005,0.210603033,424.3043478,0.216821734,0.509142661,0.182068463,0.03140195,0.025160138999999998,0.017589566,0.048510352,0.059406455999999996,0.03140195,0.008129645999999999,0.017589566,0.008721793,0.059406455999999996,0.030292028,0.009496530999999999,0.017030493,0.39889019700000006,0.0,0.34357489,4.424914577,0.45431022200000004,1.644303144,2.326301211,10.23633415,1.176905065,4.6948940630000005,0.5406371520000001,7.6467435329999995,1.463824724,-99999.0,-99999.0,-99999.0,10860.80435,-99999.0,0.0015428339999999999,0.23934233800000002,0.0018957260000000001,0.334137471,-99999.0,-99999.0,-99999.0,-99999.0,4.2826086960000005,1.0,5.2173913039999995,29839.212880000003,36994062.51
